UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,Unnamed: 5,Ano,Mes
MG,-,Cobertura do Atendimento a Estudantes,"15,50","1,98",,2025,Agosto
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
MG,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"35,00","13,36",,2025,Agosto
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","14,74",,2025,Agosto
MG,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","91,54",,2025,Agosto
MG,-,Recorrência do Atendimento,"48,04","49,40",,2025,Agosto
MG,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
MG,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
MG,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
MG,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
MG,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
MG,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
MG,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
MG,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
MG,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
MG,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
MG,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
MG,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
MG,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
MG,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
MG,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
MG,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
MG,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
MG,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
MG,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
MG,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
MG,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
MG,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,20",,2025,Janeiro
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","0,00",,2025,Janeiro
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","8,10",,2025,Janeiro
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,00",,2025,Janeiro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","0,00",,2025,Janeiro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","0,00",,2025,Janeiro
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","83,54",,2025,Janeiro
PA,-,Recorrência do Atendimento,"62,53","23,22",,2025,Janeiro
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","9,29",,2025,Fevereiro
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","0,00",,2025,Fevereiro
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","11,52",,2025,Fevereiro
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,07",,2025,Fevereiro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","0,00",,2025,Fevereiro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","0,00",,2025,Fevereiro
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","86,89",,2025,Fevereiro
PA,-,Recorrência do Atendimento,"62,53","44,48",,2025,Fevereiro
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","15,56",,2025,Março
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","91,44",,2025,Março
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","14,46",,2025,Março
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,09",,2025,Março
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","0,00",,2025,Março
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","0,00",,2025,Março
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,60",,2025,Março
PA,-,Recorrência do Atendimento,"62,53","49,02",,2025,Março
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","21,94",,2025,Abril
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","91,44",,2025,Abril
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","17,46",,2025,Abril
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,10",,2025,Abril
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","0,00",,2025,Abril
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","0,00",,2025,Abril
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,97",,2025,Abril
PA,-,Recorrência do Atendimento,"62,53","49,48",,2025,Abril
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","31,66",,2025,Maio
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","91,44",,2025,Maio
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","23,88",,2025,Maio
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,15",,2025,Maio
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","0,00",,2025,Maio
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","0,00",,2025,Maio
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,64",,2025,Maio
PA,-,Recorrência do Atendimento,"62,53","63,38",,2025,Maio
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","34,00",,2025,Junho
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","90,50",,2025,Junho
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","27,88",,2025,Junho
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,23",,2025,Junho
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","0,00",,2025,Junho
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","18,36",,2025,Junho
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,18",,2025,Junho
PA,-,Recorrência do Atendimento,"62,53","69,75",,2025,Junho
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","38,63",,2025,Julho
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","90,50",,2025,Julho
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","29,50",,2025,Julho
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,28",,2025,Julho
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","9,72",,2025,Julho
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","18,36",,2025,Julho
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,30",,2025,Julho
PA,-,Recorrência do Atendimento,"62,53","70,41",,2025,Julho
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","38,63",,2025,Agosto
PA,-,Cobertura de clientes de grupos sub-representados,"78,00","90,50",,2025,Agosto
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,20","29,93",,2025,Agosto
PA,-,Cobertura do Atendimento a Estudantes,"0,79","0,28",,2025,Agosto
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"9,00","9,72",,2025,Agosto
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"22,10","18,36",,2025,Agosto
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,30",,2025,Agosto
PA,-,Recorrência do Atendimento,"62,53","70,41",,2025,Agosto
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
PA,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
PA,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
PA,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
PA,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
PA,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
PA,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
PA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
PA,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
PA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
PA,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
PA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
PA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
PA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
PA,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","0,00",,2025,Janeiro
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","0,00",,2025,Janeiro
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","3,00",,2025,Janeiro
PB,-,Cobertura do Atendimento a Estudantes,"8,80","0,00",,2025,Janeiro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","0,00",,2025,Janeiro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","0,00",,2025,Janeiro
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","92,39",,2025,Janeiro
PB,-,Recorrência do Atendimento,"71,00","30,13",,2025,Janeiro
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,30",,2025,Fevereiro
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","0,00",,2025,Fevereiro
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","6,79",,2025,Fevereiro
PB,-,Cobertura do Atendimento a Estudantes,"8,80","0,04",,2025,Fevereiro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","0,00",,2025,Fevereiro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","0,00",,2025,Fevereiro
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","90,31",,2025,Fevereiro
PB,-,Recorrência do Atendimento,"71,00","36,46",,2025,Fevereiro
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","23,75",,2025,Março
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","85,69",,2025,Março
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","9,72",,2025,Março
PB,-,Cobertura do Atendimento a Estudantes,"8,80","0,09",,2025,Março
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","2,69",,2025,Março
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","0,00",,2025,Março
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","92,31",,2025,Março
PB,-,Recorrência do Atendimento,"71,00","40,57",,2025,Março
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","26,09",,2025,Abril
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","85,69",,2025,Abril
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","11,92",,2025,Abril
PB,-,Cobertura do Atendimento a Estudantes,"8,80","0,13",,2025,Abril
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","2,69",,2025,Abril
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","0,00",,2025,Abril
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","93,07",,2025,Abril
PB,-,Recorrência do Atendimento,"71,00","41,59",,2025,Abril
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","38,89",,2025,Maio
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","85,69",,2025,Maio
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","15,12",,2025,Maio
PB,-,Cobertura do Atendimento a Estudantes,"8,80","0,19",,2025,Maio
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","2,69",,2025,Maio
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","0,00",,2025,Maio
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","92,58",,2025,Maio
PB,-,Recorrência do Atendimento,"71,00","62,88",,2025,Maio
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","43,42",,2025,Junho
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","85,40",,2025,Junho
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","17,51",,2025,Junho
PB,-,Cobertura do Atendimento a Estudantes,"8,80","1,21",,2025,Junho
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","24,22",,2025,Junho
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","20,99",,2025,Junho
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","91,95",,2025,Junho
PB,-,Recorrência do Atendimento,"71,00","67,92",,2025,Junho
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","56,10",,2025,Julho
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","85,40",,2025,Julho
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","20,55",,2025,Julho
PB,-,Cobertura do Atendimento a Estudantes,"8,80","3,33",,2025,Julho
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","25,56",,2025,Julho
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","20,99",,2025,Julho
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","91,74",,2025,Julho
PB,-,Recorrência do Atendimento,"71,00","68,73",,2025,Julho
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","56,10",,2025,Agosto
PB,-,Cobertura de clientes de grupos sub-representados,"67,00","85,40",,2025,Agosto
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"42,00","21,83",,2025,Agosto
PB,-,Cobertura do Atendimento a Estudantes,"8,80","3,33",,2025,Agosto
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"56,00","25,56",,2025,Agosto
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"19,42","20,99",,2025,Agosto
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"86,40","91,74",,2025,Agosto
PB,-,Recorrência do Atendimento,"71,00","68,73",,2025,Agosto
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
PB,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
PB,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
PB,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
PB,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
PB,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
PB,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
PB,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
PB,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
PB,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
PB,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
PB,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
PB,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
PB,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
PB,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","0,42",,2025,Janeiro
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","0,00",,2025,Janeiro
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","5,46",,2025,Janeiro
PR,-,Cobertura do Atendimento a Estudantes,"19,50","0,00",,2025,Janeiro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","0,00",,2025,Janeiro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","83,57",,2025,Janeiro
PR,-,Recorrência do Atendimento,"57,00","23,92",,2025,Janeiro
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","2,49",,2025,Fevereiro
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","0,00",,2025,Fevereiro
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","13,97",,2025,Fevereiro
PR,-,Cobertura do Atendimento a Estudantes,"19,50","0,09",,2025,Fevereiro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","0,00",,2025,Fevereiro
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Fevereiro
PR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","82,46",,2025,Fevereiro
PR,-,Recorrência do Atendimento,"57,00","45,84",,2025,Fevereiro
PR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"30,00","11,19",,2025,Março
PR,-,Cobertura de clientes de grupos sub-representados,"20,00","76,02",,2025,Março
PR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"39,76","17,67",,2025,Março
PR,-,Cobertura do Atendimento a Estudantes,"19,50","0,17",,2025,Março
PR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
PR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,00","0,00",,2025,Março
