Nome Sebrae,Descrição Tipo Iniciativa,Descrição Tipologia Iniciativa,Número Iniciativa,Nome Iniciativa,Nome Unidade Organizacional,Total de Despesa Orçado - Ajustado em 2025,Total do Valor de Despesa Executado em 2025,Total de Atendimentos em 2025,Clientes Atendidos em 2025,Unnamed: 10,Ano,Mes
SEBRAE/PA,Atividade,Gestão Operacional,PA021819ATGO,Gestão de Fornecedores,PA - Unidade de Gestão de Fornecedores,"50.000,00","17.349,31",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Gestão Operacional,PA023261ATGO,Gestão de Marketing e Comunicação,PA - Unidade de Marketing e Comunicação,"3.500.000,00","3.043.831,71",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Gestão Operacional,PA006289ATGO,Gestão Diretoria Executiva,PA - Superintendência (Unidade),"1.628.571,00","71.216,42",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Gestão Operacional,PA000676ATGO,Gestão do Processos Jurídicos,PA - Unidade de Assessoria Jurídica,"960.000,00","421.598,22",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Articulação Institucional,PA000694ATAI,Gestão do Relacionamento Institucional,PA - Unidade de Gestão Estratégica,"3.000.000,00","2.038.794,68",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Desenvolvimento de Produtos e Serviços,PA023448ATPS,Gestão Estratégica 2025,PA - Unidade de Gestão Estratégica,"4.920.000,00","1.445.603,56",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA021726ATAS,Gestão Estratégica de Pessoas,PA - Unidade de Gestão Estratégica,"2.313.315,00","1.204.687,59",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Gestão Operacional,PA021748ATGO,Gestão Operacional - USI,PA - Unidade de Sustentabilidade e Inovação,"300.000,00","171.717,24",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Gestão Operacional,PA022329ATGO,Gestão seguro Saúde - CSN,PA - Unidade de Gestão de Pessoas,"8.400.000,00","2.606.308,99",0.0,0.0,,2025,Maio
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026826PJAS,Impulsiona AGRO - SEBRAE e SERASA 2025,PA - Unidade de Relacionamento Empresarial,"100.000,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Gestão Operacional,PA000692ATGO,Melhoria da Infraestrutura e Segurança de TIC,PA - Unidade de Tecnologia da Informação e Processos,"4.000.000,00","643.267,84",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Atendimento pela Rede Sebrae,PA025344ATAR,Melhoria da Infraestrutura e Segurança de TIC- Relacionado a Negócios,PA - Unidade de Tecnologia da Informação e Processos,"10.000.000,00","1.186.287,49",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA025501ATAS,PA - Agência Digital 2025,PA - Unidade de Relacionamento Empresarial,"500.000,00","41.700,40",4.272,1.867,,2025,Maio
SEBRAE/PA,Projeto,Atendimento pela Rede Sebrae,PA022886PJAR,PA - Al Invest Verde 2025,PA - Unidade de Sustentabilidade e Inovação,"1.550.000,00","49.924,80",0.0,0.0,,2025,Maio
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025387PJAS,PA - ALI Produtividade - 2025,PA - Unidade de Sustentabilidade e Inovação,"1.029.072,00","353.708,10",1.087,288.0,,2025,Maio
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026644PJAS,PA - ALI Produtividade COP 30,PA - Unidade de Sustentabilidade e Inovação,"452.400,00","75.000,00",0.0,0.0,,2025,Maio
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025389PJAS,PA - ALI Rural - 2025,PA - Unidade de Sustentabilidade e Inovação,"470.928,00","67.787,60",98.0,26.0,,2025,Maio
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026316PJAS,PA - ARTESANATO - FAC,PA - Unidade de Relacionamento Empresarial,"2.000.000,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024846ATAS,PA - Atendimento Territorial Relacionamento Araguaia - 2025,PA - Agência Regional Araguaia,"800.000,00","210.684,39",1.184,810.0,,2025,Maio
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024862ATAS,PA - Atendimento Territorial Relacionamento Baixo Amazonas - 2025,PA - Agência Regional Baixo Amazonas,"1.000.000,00","135.245,86",640.0,521.0,,2025,Maio
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024535ATAS,PA - Atendimento Territorial Relacionamento Caeté - 2025,PA - Agência Regional Caeté,"900.000,00","463.256,38",3.594,2.644,,2025,Maio
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024623ATAS,PA - Atendimento Territorial Relacionamento Capim - 2025,PA - Agência Regional Capim,"900.000,00","198.232,94",1.999,1.356,,2025,Maio
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025109PJAS,PA - Atendimento Territorial Relacionamento Carajás I - 2025,PA - Agência Regional Carajás I,"950.000,00","151.452,84",1.935,1.287,,2025,Maio
SEBRAE/PA,Projeto,Construção e Reformas,PA021865PJCR,Construção e Reforma Sebrae/PA 2025,PA - Unidade de Governança e Suprimentos,"15.000.000,00","13.410.547,09",0.0,0.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026619PJAS,Convênio Norte Energia 2025,PA - Agência Regional Xingu,"264.890,00","38.019,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026736PJAS,Convênio SEBRAE\PA e APEX Brasil Internacionalização de Negócios 2025,PA - Unidade de Relacionamento Empresarial,"1.618.870,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA000683ATGO,Custeio Administrativo,PA - Unidade de Governança e Suprimentos,"1.255.200,00","90.500,32",0.0,0.0,,2025,Junho
SEBRAE/PA,Projeto,Articulação Institucional,PA025682PJAI,Ecossistema Local de Inovação - ELI,PA - Unidade de Sustentabilidade e Inovação,"200.000,00","3.697,41",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA021903ATGO,Estratégia para Captação de Receita 2025,PA - Unidade de Gestão Estratégica,"32.256.028,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA000679ATGO,Gestão da Administração Financeira,"PA - Unidade de Contabilidade, Orçamento e Finanças","3.000.000,00","1.985.920,58",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA000681ATGO,Gestão da Administração Patrimonial,PA - Unidade de Governança e Suprimentos,"1.802.000,00","12.021,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA026612ATGO,Gestão da Auditoria Interna 2025,PA - Assessoria de Auditoria Interna,"30.000,00","10.887,36",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA021691ATGO,Gestão das Contratações e Contratos,PA - Unidade de Contratações,"30.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA021819ATGO,Gestão de Fornecedores,PA - Unidade de Gestão de Fornecedores,"50.000,00","28.184,94",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA023261ATGO,Gestão de Marketing e Comunicação,PA - Unidade de Gestão Estratégica,"3.920.000,00","3.664.203,65",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA006289ATGO,Gestão Diretoria Executiva,PA - Unidade de Gestão Estratégica,"1.828.571,00","128.529,83",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA000676ATGO,Gestão do Processos Jurídicos,PA - Unidade de Assessoria Jurídica,"960.000,00","490.397,76",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Articulação Institucional,PA000694ATAI,Gestão do Relacionamento Institucional,PA - Unidade de Gestão Estratégica,"3.000.000,00","2.233.540,49",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Desenvolvimento de Produtos e Serviços,PA023448ATPS,Gestão Estratégica 2025,PA - Unidade de Gestão Estratégica,"4.503.000,00","2.794.991,20",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA021726ATAS,Gestão Estratégica de Pessoas,PA - Unidade de Gestão Estratégica,"2.738.315,00","1.444.265,10",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA021748ATGO,Gestão Operacional - USI,PA - Unidade de Sustentabilidade e Inovação,"300.000,00","203.084,06",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA022329ATGO,Gestão seguro Saúde - CSN,PA - Unidade de Gestão de Pessoas,"8.400.000,00","2.606.308,99",0.0,0.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026826PJAS,Impulsiona AGRO - SEBRAE e SERASA 2025,PA - Unidade de Relacionamento Empresarial,"100.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Gestão Operacional,PA000692ATGO,Melhoria da Infraestrutura e Segurança de TIC,PA - Unidade de Tecnologia da Informação e Processos,"4.000.000,00","782.336,62",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Atendimento pela Rede Sebrae,PA025344ATAR,Melhoria da Infraestrutura e Segurança de TIC- Relacionado a Negócios,PA - Unidade de Tecnologia da Informação e Processos,"10.000.000,00","1.840.021,34",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA025501ATAS,PA - Agência Digital 2025,PA - Unidade de Relacionamento Empresarial,"500.000,00","130.820,11",4.504,1.95,,2025,Junho
SEBRAE/PA,Projeto,Atendimento pela Rede Sebrae,PA022886PJAR,PA - Al Invest Verde 2025,PA - Unidade de Sustentabilidade e Inovação,"1.550.000,00","55.872,79",0.0,0.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025387PJAS,PA - ALI Produtividade - 2025,PA - Unidade de Sustentabilidade e Inovação,"1.029.072,00","412.837,90",1.398,332.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026644PJAS,PA - ALI Produtividade COP 30,PA - Unidade de Sustentabilidade e Inovação,"452.400,00","100.000,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025389PJAS,PA - ALI Rural - 2025,PA - Unidade de Sustentabilidade e Inovação,"470.928,00","92.001,09",167.0,26.0,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026316PJAS,PA - ARTESANATO - FAC,PA - Unidade de Relacionamento Empresarial,"2.000.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024846ATAS,PA - Atendimento Territorial Relacionamento Araguaia - 2025,PA - Agência Regional Araguaia,"800.000,00","417.620,51",1.459,928.0,,2025,Junho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024862ATAS,PA - Atendimento Territorial Relacionamento Baixo Amazonas - 2025,PA - Agência Regional Baixo Amazonas,"1.000.000,00","273.794,85",912.0,725.0,,2025,Junho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024535ATAS,PA - Atendimento Territorial Relacionamento Caeté - 2025,PA - Unidade de Gestão Estratégica,"930.000,00","614.245,42",4.786,3.117,,2025,Junho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024623ATAS,PA - Atendimento Territorial Relacionamento Capim - 2025,PA - Agência Regional Capim,"900.000,00","305.936,97",2.277,1.518,,2025,Junho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025109PJAS,PA - Atendimento Territorial Relacionamento Carajás I - 2025,PA - Agência Regional Carajás I,"950.000,00","315.247,90",2.507,1.531,,2025,Junho
SEBRAE/PA,Projeto,Construção e Reformas,PA021865PJCR,Construção e Reforma Sebrae/PA 2025,PA - Unidade de Governança e Suprimentos,"17.319.000,00","15.944.520,54",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026619PJAS,Convênio Norte Energia 2025,PA - Agência Regional Xingu,"264.890,00","38.019,00",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026736PJAS,Convênio SEBRAE\PA e APEX Brasil Internacionalização de Negócios 2025,PA - Unidade de Relacionamento Empresarial,"1.618.870,00","2.560,00",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA027521PJAS,COP - 30 - EN - ZONE,PA - Unidade de Relacionamento Empresarial,"17.463.692,00","1.503.784,53",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA000683ATGO,Custeio Administrativo,PA - Unidade de Governança e Suprimentos,"1.255.200,00","141.986,37",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Articulação Institucional,PA025682PJAI,Ecossistema Local de Inovação - ELI,PA - Unidade de Sustentabilidade e Inovação,"200.000,00","8.422,41",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA021903ATGO,Estratégia para Captação de Receita 2025,PA - Unidade de Gestão Estratégica,"23.616.632,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA000679ATGO,Gestão da Administração Financeira,"PA - Unidade de Contabilidade, Orçamento e Finanças","3.000.000,00","2.233.324,22",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA000681ATGO,Gestão da Administração Patrimonial,PA - Unidade de Governança e Suprimentos,"1.802.000,00","33.678,75",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA026612ATGO,Gestão da Auditoria Interna 2025,PA - Assessoria de Auditoria Interna,"30.000,00","10.887,36",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA021691ATGO,Gestão das Contratações e Contratos,PA - Unidade de Contratações,"30.000,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA021819ATGO,Gestão de Fornecedores,PA - Unidade de Gestão de Fornecedores,"50.000,00","35.732,78",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA023261ATGO,Gestão de Marketing e Comunicação,PA - Unidade de Marketing e Comunicação,"4.320.000,00","3.931.383,53",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA006289ATGO,Gestão Diretoria Executiva,PA - Unidade de Gestão Estratégica,"2.064.571,00","618.594,34",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA000676ATGO,Gestão do Processos Jurídicos,PA - Unidade de Assessoria Jurídica,"960.000,00","555.062,08",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Articulação Institucional,PA000694ATAI,Gestão do Relacionamento Institucional,PA - Unidade de Relacionamento Institucional,"3.500.000,00","2.421.769,89",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Desenvolvimento de Produtos e Serviços,PA023448ATPS,Gestão Estratégica 2025,PA - Unidade de Gestão Estratégica,"4.777.000,00","3.727.821,64",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA021726ATAS,Gestão Estratégica de Pessoas,PA - Unidade de Gestão de Pessoas,"3.738.315,00","1.529.808,88",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA021748ATGO,Gestão Operacional - USI,PA - Unidade de Sustentabilidade e Inovação,"300.000,00","203.982,06",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA022329ATGO,Gestão seguro Saúde - CSN,PA - Unidade de Gestão de Pessoas,"8.400.000,00","3.676.208,13",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026826PJAS,Impulsiona AGRO - SEBRAE e SERASA 2025,PA - Unidade de Relacionamento Empresarial,"100.000,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Gestão Operacional,PA000692ATGO,Melhoria da Infraestrutura e Segurança de TIC,PA - Unidade de Tecnologia da Informação e Processos,"4.000.000,00","895.045,05",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Atendimento pela Rede Sebrae,PA025344ATAR,Melhoria da Infraestrutura e Segurança de TIC- Relacionado a Negócios,PA - Unidade de Tecnologia da Informação e Processos,"10.000.000,00","2.231.020,94",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA025501ATAS,PA - Agência Digital 2025,PA - Unidade de Relacionamento Empresarial,"500.000,00","130.820,11",4.775,2.051,,2025,Julho
SEBRAE/PA,Projeto,Atendimento pela Rede Sebrae,PA022886PJAR,PA - Al Invest Verde 2025,PA - Agência Regional Carajás II,"1.550.000,00","120.170,17",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025387PJAS,PA - ALI Produtividade - 2025,PA - Unidade de Sustentabilidade e Inovação,"1.029.072,00","574.836,61",1.782,338.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026644PJAS,PA - ALI Produtividade COP 30,PA - Unidade de Sustentabilidade e Inovação,"452.400,00","149.310,40",0.0,0.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025389PJAS,PA - ALI Rural - 2025,PA - Unidade de Sustentabilidade e Inovação,"470.928,00","106.660,70",219.0,26.0,,2025,Julho
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026316PJAS,PA - ARTESANATO - FAC,PA - Unidade de Relacionamento Empresarial,"2.000.000,00","110.000,00",0.0,0.0,,2025,Julho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024846ATAS,PA - Atendimento Territorial Relacionamento Araguaia - 2025,PA - Agência Regional Araguaia,"800.000,00","470.976,48",1.645,995.0,,2025,Julho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024862ATAS,PA - Atendimento Territorial Relacionamento Baixo Amazonas - 2025,PA - Agência Regional Baixo Amazonas,"1.000.000,00","332.661,36",1.294,963.0,,2025,Julho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024535ATAS,PA - Atendimento Territorial Relacionamento Caeté - 2025,PA - Unidade de Gestão Estratégica,"2.685.492,00","2.361.982,97",5.2,3.24,,2025,Julho
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024623ATAS,PA - Atendimento Territorial Relacionamento Capim - 2025,PA - Agência Regional Capim,"900.000,00","400.730,04",2.352,1.583,,2025,Julho
SEBRAE/PA,Projeto,Construção e Reformas,PA021865PJCR,Construção e Reforma Sebrae/PA 2025,PA - Unidade de Governança e Suprimentos,"17.319.000,00","16.979.265,87",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026619PJAS,Convênio Norte Energia 2025,PA - Agência Regional Xingu,"264.890,00","43.230,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026736PJAS,Convênio SEBRAE\PA e APEX Brasil Internacionalização de Negócios 2025,PA - Unidade de Relacionamento Empresarial,"1.618.870,00","2.560,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA027521PJAS,COP - 30 - EN - ZONE,PA - Unidade de Relacionamento Empresarial,"17.463.692,00","1.598.533,07",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA000683ATGO,Custeio Administrativo,PA - Unidade de Governança e Suprimentos,"1.255.200,00","155.362,37",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Articulação Institucional,PA025682PJAI,Ecossistema Local de Inovação - ELI,PA - Unidade de Sustentabilidade e Inovação,"200.000,00","8.422,41",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA021903ATGO,Estratégia para Captação de Receita 2025,PA - Unidade de Gestão Estratégica,"23.500.472,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA000679ATGO,Gestão da Administração Financeira,"PA - Unidade de Contabilidade, Orçamento e Finanças","3.000.000,00","2.240.024,84",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA000681ATGO,Gestão da Administração Patrimonial,PA - Unidade de Governança e Suprimentos,"1.802.000,00","33.678,75",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA026612ATGO,Gestão da Auditoria Interna 2025,PA - Assessoria de Auditoria Interna,"30.000,00","10.887,36",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA021691ATGO,Gestão das Contratações e Contratos,PA - Unidade de Contratações,"30.000,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA021819ATGO,Gestão de Fornecedores,PA - Unidade de Gestão de Fornecedores,"50.000,00","35.732,78",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA023261ATGO,Gestão de Marketing e Comunicação,PA - Unidade de Marketing e Comunicação,"4.320.000,00","3.956.141,03",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA006289ATGO,Gestão Diretoria Executiva,PA - Unidade de Gestão Estratégica,"2.464.571,00","728.594,34",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA000676ATGO,Gestão do Processos Jurídicos,PA - Unidade de Assessoria Jurídica,"960.000,00","560.463,28",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Articulação Institucional,PA000694ATAI,Gestão do Relacionamento Institucional,PA - Unidade de Relacionamento Institucional,"3.500.000,00","2.498.529,02",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Desenvolvimento de Produtos e Serviços,PA023448ATPS,Gestão Estratégica 2025,PA - Unidade de Gestão Estratégica,"4.777.000,00","3.822.641,66",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA021726ATAS,Gestão Estratégica de Pessoas,PA - Unidade de Gestão de Pessoas,"3.738.315,00","1.583.804,76",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA021748ATGO,Gestão Operacional - USI,PA - Unidade de Sustentabilidade e Inovação,"300.000,00","210.517,34",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA022329ATGO,Gestão seguro Saúde - CSN,PA - Unidade de Gestão de Pessoas,"8.400.000,00","3.676.208,13",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026826PJAS,Impulsiona AGRO - SEBRAE e SERASA 2025,PA - Unidade de Relacionamento Empresarial,"100.000,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Gestão Operacional,PA000692ATGO,Melhoria da Infraestrutura e Segurança de TIC,PA - Unidade de Tecnologia da Informação e Processos,"3.000.000,00","999.110,55",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento pela Rede Sebrae,PA025344ATAR,Melhoria da Infraestrutura e Segurança de TIC- Relacionado a Negócios,PA - Unidade de Tecnologia da Informação e Processos,"10.000.000,00","2.409.671,66",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA025501ATAS,PA - Agência Digital 2025,PA - Unidade de Relacionamento Empresarial,"500.000,00","130.820,11",4.975,2.142,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento pela Rede Sebrae,PA022886PJAR,PA - Al Invest Verde 2025,PA - Agência Regional Carajás II,"1.550.000,00","141.366,37",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025387PJAS,PA - ALI Produtividade - 2025,PA - Unidade de Sustentabilidade e Inovação,"1.029.072,00","577.431,01",1.864,394.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026644PJAS,PA - ALI Produtividade COP 30,PA - Unidade de Sustentabilidade e Inovação,"452.400,00","152.896,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA025389PJAS,PA - ALI Rural - 2025,PA - Unidade de Sustentabilidade e Inovação,"470.928,00","144.272,36",219.0,26.0,,2025,Agosto
SEBRAE/PA,Projeto,Atendimento direto pelo Sebrae,PA026316PJAS,PA - ARTESANATO - FAC,PA - Unidade de Relacionamento Empresarial,"2.000.000,00","110.000,00",0.0,0.0,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024846ATAS,PA - Atendimento Territorial Relacionamento Araguaia - 2025,PA - Agência Regional Araguaia,"800.000,00","470.976,48",1.743,1.032,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024862ATAS,PA - Atendimento Territorial Relacionamento Baixo Amazonas - 2025,PA - Agência Regional Baixo Amazonas,"1.000.000,00","332.661,36",1.39,1.016,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024535ATAS,PA - Atendimento Territorial Relacionamento Caeté - 2025,PA - Agência Regional Caeté,"2.685.492,00","2.401.676,01",5.277,3.262,,2025,Agosto
SEBRAE/PA,Atividade,Atendimento direto pelo Sebrae,PA024623ATAS,PA - Atendimento Territorial Relacionamento Capim - 2025,PA - Agência Regional Capim,"900.000,00","457.509,79",2.396,1.607,,2025,Agosto
SEBRAE/PB,Projeto,Desenvolvimento de Produtos e Serviços,PB012923PJPS,Agentes de Dados,PB - Unidade de Gestão Estratégica e Monitoramento,"1.010.000,00","358,04",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018502PJAS,Agronegócios Paraíba,PB - Agência Regional João Pessoa,"5.000.000,00","3.262,50",1.0,1.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB025110PJAS,Agropolo Vale dos Dinossauros,PB - Agência Regional Sousa,"440.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB018424PJAS,Artesanato Paraibano,PB - Unidade de Desenvolvimento Territorial e Políticas Públicas,"1.500.000,00","124.421,93",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000309ATGO,Assessoria Jurídica,PB - Unidade de Assessoria Jurídica,"220.000,00","2.221,62",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Atendimento direto pelo Sebrae,PB024141PJAS,Avicultura Caipira Polo da Borborema,PB - Agência Regional Campina Grande,"500.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024122PJAI,BrejoTech,PB - Agência Regional Guarabira,"200.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Projeto,Articulação Institucional,PB024123PJAI,Caatinga Valley,PB - Agência Regional Cajazeiras,"200.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/PB,Atividade,Gestão Operacional,PB000311ATGO,Custeio Administrativo,"PB - Unidade de Gestão das Finanças, Contratos e Convênios","930.000,00","112.331,89",0.0,0.0,,2025,Janeiro
